global,time,income_mountain_50bracket_shape_for_log
world,1879,"26636,49372,89010,154264,260125,442949,772023,1355597,2380983,4284492,7834970,14290986,25608274,44672505,73136495,109289158,145000025,168528326,169101563,150337710,122936023,97134521,75713648,58958834,44254396,31381144,21195817,13612617,8360285,5051908,2985376,1750596,1012014,571325,312633,170145,91982,50841,29108,16875,9792,5600,3146,1716,879,445,228,109,38,22"
world,1880,"26691,49125,88179,153751,257817,433876,745027,1296362,2270713,4083193,7536464,13829426,25197457,44859986,74272868,111153704,147116333,169633445,168831794,149375604,121841636,96224920,75067174,58765912,44835976,32700968,22756941,15001823,9381889,5747351,3497376,2124770,1249323,703731,380868,198086,103184,53989,29621,16891,9716,5547,3146,1715,901,451,219,106,25,8"
world,1881,"26696,49086,87213,152411,255095,427427,730538,1265869,2209809,3963667,7329013,13496283,24698509,44281075,73627573,110445400,146696659,169774743,169524555,150407378,122863079,97669720,76880554,60617045,46459771,34007002,23681573,15589032,9731809,5917859,3551662,2123812,1226657,677536,359843,183276,93331,47661,25717,14605,8439,4893,2841,1612,873,453,235,111,39,9"
world,1882,"26862,49306,87033,150786,252277,424893,730314,1271191,2222551,3976624,7318524,13442293,24589203,44013452,73264206,110193134,146960672,170833390,171025400,151731033,123620294,98078651,77383889,61236076,47312383,35036795,24722775,16452526,10275993,6179074,3602106,2070240,1167870,637376,340694,174998,90612,48212,26135,14740,8512,4944,2880,1650,913,489,251,116,41,9"
world,1883,"27107,49718,87714,151606,253351,426814,734470,1280771,2243291,4019363,7392486,13575872,24802523,44230221,73513641,110560183,147487924,171584135,171793102,152318297,123986798,98420526,78069009,62086485,48471422,36043774,25484397,16984982,10610339,6382234,3715974,2129636,1198754,653471,348893,178969,92482,49118,26584,15011,8659,5059,2955,1703,941,512,257,119,52,12"
world,1884,"27275,49797,87701,151927,253695,425594,727873,1263854,2212405,3959510,7288012,13403744,24501164,43977158,73452092,110934693,148267343,172683810,172934823,153294907,124729012,99031684,78859082,63029448,49570378,37045314,26201488,17489003,10946468,6591347,3834762,2193751,1235549,673878,359144,183745,94695,50179,27159,15290,8839,5131,3004,1731,948,524,260,121,55,11"
world,1885,"27389,50279,88636,154493,257360,429508,732101,1270358,2227027,3986537,7325951,13443039,24469484,43827060,73092884,110109996,147691883,173092390,174494665,155810760,127251175,101007714,80295402,64012481,50092648,37205838,26147455,17405000,10929612,6655081,3972767,2359844,1360661,749484,398070,201251,101524,51268,27358,15433,8912,5198,3033,1743,950,527,265,117,45,10"
world,1886,"28668,51434,89358,153081,253233,422712,723659,1264091,2228461,3999126,7338047,13490632,24699114,44224431,73757612,111412167,149361438,174567839,175304277,155885605,127320839,101331985,80988868,64914609,50993322,37990831,26736247,17757986,11060807,6638889,3856446,2203117,1237145,674737,358913,182772,93833,49405,26793,15220,8933,5294,3173,1851,1025,568,290,128,49,17"
world,1887,"27655,49894,86931,149796,248410,414507,706475,1227131,2156276,3879854,7163096,13195834,24128985,43251045,72276351,109340599,147163348,173464994,176237269,158773929,130697083,104015731,82824679,66270708,52425397,39511351,28137316,18860513,11783221,7069621,4090710,2319243,1296825,704588,374780,190776,97431,51287,27760,15724,9192,5426,3233,1881,1041,573,302,132,51,18"
world,1888,"27604,49465,84718,144201,237243,394022,671834,1171345,2066834,3727282,6881123,12678445,23281942,41902608,70499647,108027294,147180906,175740401,179950918,162431827,133474719,105698674,83890479,66979718,53136738,40044524,28399724,18930916,11799943,7080487,4108867,2341336,1315868,719988,384025,195900,100533,52974,28803,16391,9621,5714,3427,1991,1129,608,326,158,58,19"
world,1889,"29118,51523,87290,145790,239107,398347,682048,1193450,2111305,3809780,7024998,12938719,23778656,42790766,71941750,110308433,149956684,178117709,180930245,161674223,132112186,104199001,82837674,66292642,53075644,40669894,29417608,19972953,12584031,7572900,4389783,2483019,1388842,754152,401430,204009,103097,53835,28857,16233,9470,5602,3346,1951,1108,607,327,161,62,19"
world,1890,"28403,50693,86191,144868,238751,398456,681715,1188185,2087414,3734934,6837979,12551186,22972261,41134575,69204193,106435169,146046691,176751078,182879488,166108706,137070021,108265371,85836038,68764094,55098759,42220793,30307971,20352965,12676192,7568050,4358584,2461075,1376819,750765,400128,203383,103345,54163,29262,16593,9718,5768,3450,2013,1143,625,332,164,71,20"
world,1891,"30624,53041,89333,149518,245450,408974,700432,1224780,2160980,3884240,7136374,13108035,24070521,43180365,72680099,112502188,153066848,181926527,184050320,162409757,131905918,104265739,83540640,67428326,54320881,41866498,30301631,20565818,12932926,7766196,4472596,2515220,1400201,758988,403864,204832,103242,53947,28998,16398,9625,5740,3454,2044,1169,638,344,170,78,24"
world,1892,"29652,52359,88699,149043,244812,406261,689813,1192429,2082248,3711206,6799118,12485835,22882595,41323235,69908151,108168761,148525773,179441074,184998178,166823904,136992283,108285671,86279194,69359547,55838353,43396701,32122654,22315653,14393745,8737232,4950471,2640790,1379186,710900,363842,185649,94952,50482,28233,16351,9729,5890,3595,2158,1249,699,378,187,87,36"
world,1893,"28823,50805,86546,146502,241273,400705,679706,1173488,2044366,3629433,6631270,12147019,22205180,40174935,68350918,106382757,146933607,178886633,186053279,169558641,140194229,111273555,89006312,72138067,58161449,44959914,32416304,21872206,13688450,8186679,4696884,2628859,1460225,790819,418578,211149,106213,55565,29932,16943,9951,5933,3538,2115,1192,654,348,174,78,23"
world,1894,"27613,48156,82883,141378,232729,386072,655132,1134161,1983973,3537221,6486666,11914995,21797137,39384408,67048988,104859200,145688607,177875729,185914211,170312958,142087327,114043381,92238688,75309741,60901995,46813685,33338141,22104564,13614879,8044051,4592859,2571977,1431782,782782,416103,210445,106948,56168,30585,17533,10395,6252,3765,2220,1257,683,357,181,81,22"
world,1895,"26687,47327,81246,138715,227431,375841,638532,1110975,1951109,3493895,6429978,11825490,21752730,39555736,67563623,106255011,148046616,180858208,187971041,170547656,140863799,112117565,90334937,73846744,60267451,47373454,35129781,24217770,15402822,9210069,5159058,2732301,1424888,737304,379018,192930,98055,51951,28929,16680,9885,5964,3587,2123,1205,659,347,176,77,23"
world,1896,"28133,48355,82515,141466,232550,384989,653962,1134253,1984772,3556451,6562149,12079917,22225740,40317508,68983180,109052176,151078241,182622618,188068857,168634330,138578203,110571613,90000860,74414693,61487930,48678429,36024351,24710981,15601928,9301592,5300042,2926703,1603413,858842,450656,225579,111291,57249,30409,17033,9962,5929,3547,2073,1183,633,334,157,70,21"
world,1897,"25947,45377,78747,136933,226031,373955,632980,1092770,1900227,3363886,6137105,11259119,20723958,37764562,64784451,101610190,142542248,177950171,188892422,176315671,148323985,117888905,94296330,77018268,63246227,50153429,37668029,26231457,16827451,10090602,5649195,2968181,1524729,777854,394192,198737,99900,52375,29024,16611,9745,5798,3457,2029,1149,611,319,152,64,14"
world,1898,"25380,44509,77529,135383,224309,371801,629704,1087095,1889528,3337700,6065506,11102523,20406122,37182479,63942140,100575437,141567743,177045757,188356252,176075112,148967466,119605477,96696858,79590664,65658374,52254424,39389759,27460581,17575602,10497429,5852792,3059006,1563983,797494,405061,204310,102522,53630,29709,17027,9993,5934,3528,2064,1151,606,310,157,66,14"
world,1899,"27505,47185,81061,140464,230627,379657,639351,1098163,1909033,3394913,6230055,11481180,21180324,38701852,66388669,104838442,147094911,180991850,189207265,173018475,144191416,115510430,94130564,78354991,65277670,52670636,40507877,28995969,19133478,11696418,6631646,3484466,1755258,881329,440806,223773,114056,59681,32840,18511,10605,6052,3435,1891,981,486,238,115,54,6"
world,1900,"27306,47078,80603,139879,230076,377956,633087,1081292,1871349,3307948,6041589,11142167,20545823,37657811,65210317,103664378,146426579,181939993,191678289,176237319,146959870,117209313,95121425,79482445,66360866,53616644,41269971,29515729,19463210,11894845,6740617,3540358,1782037,892268,444985,225863,115348,60398,33169,18666,10632,6039,3428,1871,988,480,233,115,50,10"
world,1901,"27585,47332,80576,139528,229192,375949,629896,1076956,1864681,3299860,6031644,11117650,20521680,37518589,64836631,103137951,146177985,182346320,192688448,177684910,148751843,118915482,96628597,80383400,66586949,53587180,41509768,30399131,20661149,12980219,7506295,3991495,1982382,957204,463617,235123,120962,63039,34553,19528,11136,6357,3598,2000,1056,518,258,131,56,20"
world,1902,"26684,45905,78753,139547,232170,383018,641160,1090300,1873930,3288673,5956448,10906439,20076799,36569110,63019761,99588180,141306984,179461054,192965541,182538999,155679634,124376972,99997988,82493401,68085703,54698649,42326972,30997492,21053118,13222188,7646967,4073283,2023451,975138,470913,238553,122574,63543,34584,19433,11036,6291,3553,1976,1032,507,250,117,51,22"
world,1903,"26244,45660,78564,138473,229639,377080,627229,1061259,1820284,3190557,5773142,10555228,19410553,35768565,62416450,99405996,141898558,181026316,195060447,184256040,156936400,125326107,100754638,83533161,69143614,55746728,43381302,32044717,21988507,13924744,8119961,4348354,2163001,1038217,499552,252476,129603,66819,36232,20370,11542,6546,3693,2035,1086,526,257,129,52,21"
world,1904,"27021,46242,78222,137365,229687,379429,634037,1075468,1850012,3260101,5928690,10902006,20170243,37231043,64680331,101994732,144585611,182408890,194318887,183488327,156585749,125250523,101012362,84218782,70142035,56721017,44178584,32467359,22106485,13883162,8045482,4305161,2158349,1057996,521913,268430,139618,73274,40332,22874,13103,7474,4230,2312,1202,571,269,130,49,15"
world,1905,"27355,47161,79091,135490,225487,372601,623753,1060876,1830155,3234425,5891570,10818533,20012365,37109983,64949532,103205157,147274280,186474834,198861196,185971152,156282473,123232325,98577987,82552870,69468393,56928347,44912953,33653584,23453522,15012664,8869402,4828343,2447870,1196692,586083,300001,156405,81219,43911,24592,13907,7821,4382,2405,1269,612,296,139,60,14"
world,1906,"27377,47553,79672,136000,228385,382193,646302,1099980,1879172,3286194,5929607,10821712,19992644,37025716,64875979,103021481,146802392,186313805,198977559,187020604,157991618,124903837,99907117,83454698,70026159,57279008,45490032,34743853,25031852,16541897,10007387,5570842,2879157,1400144,673469,341243,178975,92903,50030,28204,15928,8831,4880,2659,1409,691,334,159,68,29"
world,1907,"30311,53072,88194,148822,252198,430327,739161,1250744,2079700,3538789,6254354,11249893,20573864,38032797,66694166,106355215,151619622,190559384,200992394,185404286,154388353,121838514,98420336,83259875,70719011,58375501,46596319,35601322,25649517,16924835,10227632,5683552,2931204,1423634,684449,346299,181202,93671,50229,28259,15943,8858,4907,2681,1418,704,336,171,65,34"
world,1908,"31402,54444,90759,153703,263967,457963,795488,1345444,2213614,3728501,6536808,11695100,21328788,39203671,68255416,107776555,152900567,190264116,199738419,185013545,154951538,123169245,100625994,86090902,73492727,60671669,48084813,35866757,24829190,15788602,9234140,4969190,2496831,1223444,603029,308492,159527,82719,45010,25404,14481,8257,4645,2546,1359,664,317,162,62,32"
world,1909,"28931,49880,83408,140979,242062,420616,735181,1259484,2089341,3509009,6137382,10989113,20071726,37138725,65312313,103179509,146547672,185874547,198865846,190020335,163707217,130657544,105186794,88625055,74924135,61546704,48895660,37035679,26424065,17269539,10353183,5707432,2920104,1419163,688700,350527,182627,94221,50709,28591,16168,9061,5040,2770,1482,732,367,175,77,37"
world,1910,"29018,49965,83544,141613,243048,422375,736621,1252848,2063501,3456328,6025996,10784809,19701746,36454485,64394311,102536178,146565223,186738852,200422187,192570008,166244007,132357034,106041686,89151863,75640797,62596008,50035976,38138286,27260338,17813644,10686111,5877333,2995326,1448614,699114,353353,183087,93543,49774,27815,15676,8766,4889,2669,1424,710,349,163,74,29"
world,1911,"28681,48611,80683,134434,229467,397833,695946,1196817,1995305,3362980,5894607,10592444,19430407,36229613,64476000,103135417,147792815,188804200,202573097,194014510,166719810,132181410,105707264,89245118,76404410,63872078,51425618,39266498,28072150,18310965,10965699,6022573,3065708,1485866,720918,364468,188109,95745,50717,28273,15914,8901,4966,2742,1461,733,361,183,78,29"
world,1912,"28628,48123,79669,132402,226089,393998,691701,1187559,1969199,3300758,5756202,10315009,18881089,35101633,62628028,101490220,146449590,189269132,204590132,196471975,169018614,133766632,106610917,89700716,77126960,65039879,52887739,40831050,29532001,19463415,11731834,6487837,3320975,1608373,779136,392744,202053,102356,53986,30120,16977,9452,5243,2887,1521,778,371,189,70,29"
world,1913,"28222,47196,76323,125786,212716,370334,653835,1129671,1883592,3169626,5535908,9910840,18003453,33225378,59368915,98094624,143935137,189875120,208836734,200410239,172152798,136282038,108361407,91005122,78448334,66588651,54374480,42029343,30370417,19924363,11971307,6603145,3361776,1612718,770633,382374,192871,95545,49462,27235,15166,8395,4659,2565,1378,708,351,179,67,29"
world,1914,"28981,48088,77189,125019,206273,350286,608497,1051409,1785712,3074436,5462760,9888934,18065883,33348624,59723698,98207256,142996456,189456472,209677687,203161750,177210316,141989775,113749200,95357100,80121093,66045609,52596520,39619499,27805758,17882062,10564343,5708826,2840045,1357237,653340,329957,167474,83454,43866,24298,13703,7778,4392,2454,1332,689,344,168,70,27"
world,1915,"29434,48836,78205,126749,209126,354662,614739,1059657,1795299,3086436,5480284,9920139,18169449,33646685,60349185,99570077,145443005,192266277,211591148,203726840,176960560,142173482,114722046,96113528,80272498,66065162,52518936,39661754,27904254,17968392,10577610,5700332,2818742,1337287,642131,325888,165611,82035,42961,23849,13476,7684,4338,2435,1317,668,344,168,63,27"
world,1916,"29203,48660,78345,127035,211974,359942,623835,1077869,1829784,3138216,5530656,9903752,18062749,33557193,60383344,99386368,144868708,192113909,211315834,203766993,178058880,143288976,115683985,96599913,80553998,66199056,52891117,40688033,29716920,20029017,12252109,6834304,3491705,1647630,769644,381996,195915,96912,49472,27154,15128,8355,4579,2508,1346,674,339,175,65,30"
world,1917,"30385,50358,80978,132604,221136,373699,644265,1105166,1850958,3119780,5447211,9794712,18168040,34214353,61649287,101537121,148317642,196051123,214211168,205112296,178074346,143433466,116316088,97361114,81053530,66263928,52442046,39968688,28784345,18950522,11339117,6197354,3093723,1445346,678162,342401,175986,86499,44518,24611,13778,7657,4247,2374,1265,639,329,164,54,29"
world,1918,"37216,63215,105257,171502,278584,459566,770387,1277352,2087018,3492375,6124909,11273199,21174370,38966761,68599994,112701938,163543656,208635677,220457986,201120566,167151125,132661852,108900939,91615902,76186014,61620231,48889041,38230780,28658411,19844904,12349170,6980173,3582055,1652516,739628,361860,187596,91621,45422,24604,13660,7520,4122,2297,1239,634,316,166,63,29"
world,1919,"37406,64138,105842,172610,278599,452305,744776,1235402,2052385,3509523,6353095,11880755,21840773,39430663,68758885,110177853,156568348,202066303,216000145,203543986,174809628,141183319,115537861,96439372,79320124,63114917,48448545,37363880,28001284,19518485,12247532,6948131,3571443,1643348,731434,355698,184672,90999,45503,24830,13809,7617,4174,2322,1252,637,312,158,70,29"
world,1920,"39986,68392,112652,183463,294645,473419,770680,1270590,2119840,3663985,6649579,12403573,22732655,40906345,70649310,113036758,161725005,207463522,219845584,203005945,170472936,136034368,112094741,95592679,80370522,64876282,50660502,38826704,28515527,19468856,12040551,6742749,3422574,1579815,714282,348084,178445,87661,44274,24372,13603,7560,4173,2330,1269,657,335,168,85,47"
world,1921,"41430,70763,116034,187422,299193,478707,776411,1278926,2143715,3746204,6911664,12891121,23216060,41306611,70886858,111952371,158640217,204705926,218315884,204104351,173864435,139750154,114904790,99426963,83880009,67648812,52788002,39888965,28516793,18794284,11332713,6194330,3072711,1405916,641622,317730,161832,78628,39983,22075,12419,7038,3997,2269,1263,673,358,175,87,50"
world,1922,"41417,71014,117105,189940,302511,480445,774563,1268293,2118290,3668569,6584000,12159028,22314866,39978596,68622368,109316222,156181427,203776739,219090177,206228327,176481714,140897173,114916462,99190591,85653840,71338024,57221144,43692689,31539294,20799564,12543526,6874611,3426297,1578995,725929,356718,179617,86507,43545,24035,13484,7545,4240,2382,1330,710,369,183,89,52"
world,1923,"37647,64148,105136,170122,271584,432658,699254,1150454,1919141,3307817,5920146,10914735,20474795,37939777,67050283,109119675,158447555,208012558,223895327,209795543,178254661,142258681,117523314,100897458,85712500,69883330,54971712,42530191,32100959,22768570,14537332,8356073,4342714,2017040,894312,420711,214946,105386,50895,26988,14911,8187,4513,2479,1374,727,373,194,92,51"
world,1924,"37419,62247,100744,162592,261841,421891,683214,1115229,1837142,3111641,5486656,9866360,18372111,34993774,63485313,104979901,154396688,206633250,225819001,214542760,183550086,145007067,117356341,101575253,88500289,74020231,59818213,46590357,34782696,24341469,15402003,8799270,4553303,2120282,949377,448422,226688,109644,52563,27754,15343,8422,4617,2532,1397,743,374,195,92,49"
world,1925,"37405,60393,95427,150854,240893,387311,627546,1023521,1684838,2849858,5017640,9045868,16776352,32351492,60643045,102864135,153282781,206780376,227196941,216461757,186056567,147328874,118858023,103473215,91725012,77917804,63277329,49410637,36806359,25526698,16018751,9113495,4705436,2192665,984824,465031,234114,112478,53517,28152,15528,8532,4676,2551,1407,732,373,197,85,46"
world,1926,"31585,51276,80911,127242,201838,324241,529150,880578,1483725,2554484,4552279,8299690,15540087,30217791,57592793,99479290,150327092,205721203,228534142,220934665,192085177,153282693,123139113,106213060,93489598,79017381,64129256,50316227,37723768,26480503,16858159,9705697,5068331,2383597,1070911,499527,250419,120963,57039,29619,16393,9039,4958,2696,1479,775,390,195,88,47"
world,1927,"30360,49663,78223,122395,193917,310419,504272,837990,1414191,2439171,4356303,7958769,14978928,29294723,56437318,98747097,150399790,207146288,230595511,223051774,194062170,154674755,123635174,105762922,94007705,81092881,66684367,53045996,39928584,27850446,17603915,10072847,5234600,2456049,1105303,515139,256817,123382,57925,30039,16609,9137,4992,2706,1457,755,380,184,84,44"
world,1928,"29697,48426,76002,118727,187084,299103,483762,800331,1351004,2336923,4185760,7668646,14463717,28469680,55447152,97834452,150008064,207764230,232005278,224586061,195359020,155232217,123926302,107001182,96479994,84306473,69596584,55531880,41726870,29045519,18288035,10427053,5409071,2536111,1146295,537881,267492,127651,59628,30825,17024,9360,5106,2756,1479,764,384,187,87,45"
world,1929,"29563,47801,74450,115667,180896,289215,468190,775171,1307153,2256478,4040415,7416475,14049525,27791385,54375045,96400369,148036701,206341796,232012513,226293622,198544688,158206555,126142715,109469258,99011995,86951738,71676040,57153778,43049482,30189992,19203416,11082750,5816394,2760058,1253237,585392,290178,138393,63579,32118,17673,9775,5392,2937,1589,838,415,204,94,46"
world,1930,"30296,48455,74720,114945,179060,285101,461951,767900,1298820,2241070,3994987,7290129,13771721,27103914,52882592,94720072,147063690,207234107,236469027,232438950,205236492,164804894,131098199,111978345,99977236,87069098,72063532,57197340,42108468,28169427,17043828,9392874,4698559,2151115,988476,484731,240662,111616,53276,28618,15974,8831,4886,2660,1447,762,373,187,80,41"
world,1931,"31378,50085,77054,118351,184645,293296,475466,792685,1344102,2318555,4120912,7494637,14149915,27857457,54149874,96702838,150118685,211194344,240476432,235807769,207479174,167110947,134515161,115818296,102372476,86970477,70687588,54650228,39337361,25639634,15296451,8302503,4077929,1856489,861563,427005,209447,96120,46857,25824,14627,8203,4591,2549,1376,729,374,192,90,43"
world,1932,"31924,51077,78896,121663,191508,302698,488533,813083,1379393,2369099,4172860,7573811,14316887,28058675,54103182,96429115,150060341,212189331,244769521,240748395,212470867,172444579,139939520,120987306,105665836,88853156,71382850,52731998,35794850,21859460,12249562,6245662,2904439,1353502,668928,335977,155946,71866,37543,21117,12087,6891,3910,2174,1161,615,323,165,79,41"
world,1933,"32684,51846,80019,123462,192999,306849,497344,831810,1425799,2500667,4502180,8310534,16045899,32386190,63246121,108905126,164752328,220578283,238361344,230888955,202055250,162828579,135628474,121061151,108048791,92191472,74353341,54644001,36395157,21677933,11853839,5906227,2732692,1301512,664218,334799,151880,69650,36876,20948,12143,7039,4022,2260,1206,644,341,171,79,41"
world,1934,"32390,51326,78840,120608,187258,294775,473980,788072,1347787,2363529,4260588,7875556,15166615,30689028,60523885,106104626,162040623,220930672,241943719,235542113,207389690,167327659,137705941,120658676,107105180,92366983,75752740,57653785,39841057,24421272,13674750,6974800,3224218,1482153,728474,367839,169671,75771,38603,21691,12496,7207,4088,2320,1231,651,335,169,76,41"
world,1935,"31462,49928,76144,115122,177741,278344,447167,743304,1268117,2209793,3963820,7271527,13778047,27545811,54460554,98724362,155608934,219282047,249110794,242898171,213744532,172831428,140715372,121804955,107953592,93409236,77272715,60476720,43454469,27836047,16153119,8559406,4103916,1856440,871907,433633,207843,92759,44656,24541,13932,7936,4498,2552,1406,745,391,199,91,41"
world,1936,"30782,48858,74504,112243,171017,265523,422593,695223,1174691,2028618,3616190,6608660,12414412,24636998,49170092,91126515,147882475,214199411,252816484,251707503,224195854,181984730,145067289,122134100,107400273,93806563,78894706,63219559,46915209,31396397,18718810,10200403,5022709,2253554,1018558,495297,242137,108129,49299,26160,14642,8158,4521,2531,1379,725,376,193,89,37"
world,1937,"31534,49858,75697,112928,169403,260952,414075,681775,1156610,2016204,3634485,6697804,12687988,25437568,51481398,95888644,154313681,221224079,253270782,247525329,217923526,175649269,141698349,122433349,109733024,96688184,81654250,65841776,49535900,33979026,20692656,11513890,5798404,2636496,1184917,566833,279496,126675,56310,28839,15996,8859,4880,2667,1458,764,385,192,78,34"
world,1938,"33026,52059,78878,117499,176302,271235,429736,704657,1188685,2064361,3714466,6851588,13055952,26415289,53725749,99381602,158276880,224707135,253741881,247605305,217437868,173818910,140418578,122447524,111414029,99893124,85031697,68372523,51240315,34471069,20345002,10981135,5364023,2395789,1092198,539534,262998,114999,51387,26875,14944,8293,4619,2562,1426,750,377,186,71,34"
world,1939,"35416,55559,83906,124840,186733,286875,454607,742540,1239475,2123735,3778010,6905070,13057850,26334719,53650360,99443622,158684558,226003887,255317787,249179495,218602354,174702904,140064028,121574891,110432624,100289974,86871704,71224514,54712968,37767482,22783387,12478978,6214076,2800690,1261333,614095,303827,134346,58139,29161,15991,8788,4849,2677,1495,791,404,195,86,49"
world,1940,"36069,56346,85096,126760,189619,289460,456266,742991,1237689,2121856,3777426,6901291,13096636,26522244,54412944,100938218,160694513,228063973,255722026,250814850,221591517,177571447,142939714,123523722,110874810,99149643,84874040,69392480,54384037,39033681,24647538,14024316,7245250,3362114,1483668,680864,335908,156374,66481,31300,16947,9367,5201,2891,1594,857,440,216,116,50"
world,1941,"35998,56104,85245,127647,190838,291065,459102,749502,1253518,2157377,3844848,7041853,13414209,27305970,56335481,103960502,165069156,231880935,257154240,252244428,223106917,178889883,143509457,122471597,108036435,95244420,81561534,67475238,54768654,41319370,27854529,16698661,9073974,4411301,1923626,837347,403670,199086,86165,37035,18692,9998,5442,2996,1631,877,446,229,123,60"
world,1942,"38223,59274,89853,134781,202620,311027,495165,819594,1394967,2436208,4394197,8171513,15916240,32855022,65929278,114563473,176380499,235818301,254061784,248102112,218281999,174711970,141218519,119660202,104589407,90667220,77580785,65282914,54397702,42621481,30163425,18881501,10641407,5347962,2349299,990889,457507,229928,102592,41896,19892,10589,5719,3122,1651,877,456,233,114,60"
world,1943,"37389,57823,87673,131937,198405,303704,482310,801470,1379757,2441888,4466455,8470307,16907021,34998712,69311659,117413090,178784624,235818710,254341259,252386328,223524341,178169060,140922081,117223926,101342730,87092840,74695281,63363315,53363720,42993310,31760852,20920235,12322020,6454452,2934902,1223539,539941,271268,127351,51169,22167,11308,5969,3213,1701,906,469,245,116,66"
world,1944,"38971,59725,90363,137318,208109,322117,521122,883832,1553861,2835760,5368790,10594447,21300711,41901055,78267887,126168288,189107449,240314850,254885245,249738457,218447428,174069465,138325171,113985009,95843377,81739314,71208206,61553055,52609171,43307589,32614193,21962073,13180476,7027454,3264782,1373573,603689,300510,143442,57875,23973,11731,6115,3275,1755,955,498,248,118,66"
world,1945,"47177,70786,104421,154300,229062,351298,567799,964485,1710560,3175688,6142468,12305648,24149212,46092693,84200458,133436263,198579119,246752215,259239536,253512936,222479472,178383708,139967937,111461584,91058653,77031428,66188858,56235336,47055826,38566228,29522078,20169073,12144291,6461466,2941824,1202489,520735,263803,124476,48886,20433,10170,5291,2773,1444,774,384,178,85,38"
world,1946,"47950,72576,106962,157376,233212,356288,572212,965819,1708034,3176117,6178698,12548823,25116376,48595403,88681661,140014324,207080958,249830295,258282942,246876422,213336479,176019159,146685946,121185784,98804364,80939229,65794117,53418722,44789152,36293761,26994117,17541835,10011788,5023012,2174601,901457,415887,211245,93227,37718,18154,9658,5066,2595,1327,664,308,114,43,22"
world,1947,"47182,71677,105439,154009,226318,342625,545994,920990,1631148,3018521,5835240,11929300,24989060,50604823,93109051,146911077,213252265,248224425,254241234,239451724,204745957,170066963,146913630,125001964,104397568,87200556,71092999,57160043,47239755,37560357,27318657,17480408,9833181,4861280,2090097,874571,406352,201408,86163,34747,17039,9159,4867,2539,1320,667,320,121,51,23"
world,1948,"44848,68662,101209,146572,212495,316558,494680,822525,1450516,2658815,5073068,10307717,22274533,48095750,91695110,147027971,212878410,243289920,248875841,236058076,203849326,170816768,149290454,130987319,112137085,94021818,77560663,61945156,50178944,39719871,29040512,18784623,10723192,5397354,2356045,988952,453767,225807,98487,39580,19067,10248,5477,2879,1498,783,383,168,76,49"
world,1949,"45225,69315,102127,147965,214431,319851,502242,842818,1502579,2784554,5404758,11270684,24896931,53469123,97526534,154054123,213848197,237862003,243190761,230378157,198965522,167800542,147110951,132219393,116124939,99841012,84673989,68617070,54550572,41727330,29165945,18139989,10003666,4866057,2088912,893238,422801,203861,84497,34416,17338,9475,5130,2763,1449,766,372,179,81,57"
world,1950,"45543,69810,102810,148647,214537,318272,497356,833724,1491073,2774418,5412197,11404500,25506262,55585118,100853654,160795481,219458280,240451346,244334183,227568300,192825409,162231149,142991315,130257521,117121239,103606125,88558851,72725120,58101009,44799453,32300400,20838769,11923428,6050334,2661284,1107991,495999,243749,105858,41076,19095,10343,5574,2960,1542,793,374,162,62,31"
world,1951,"42868,66492,98597,142643,205022,300795,461938,755460,1312803,2379716,4488162,9017173,19531236,43279805,87128181,144899935,218073487,255849512,259530773,242318722,206593644,170517625,146552269,132163818,119439796,106616654,91600594,75793525,60630428,47149031,34594335,22893143,13413216,6984108,3142297,1295342,559254,275423,124495,47709,20780,11056,5969,3160,1654,852,414,179,64,33"
world,1952,"41245,64291,95830,139172,199649,290730,441337,711188,1215941,2175062,4041301,7947678,16906093,37509024,78354973,136650925,212907203,264031745,271654991,253377764,216909745,176632171,149946641,136012700,124387393,111554454,95804672,79245232,63199900,48830774,35643229,23557118,13779915,7169444,3224569,1331225,575922,283029,127472,48526,20935,11047,5930,3129,1658,858,404,185,68,33"
world,1953,"38901,61692,93051,136488,196070,283885,426329,676887,1138715,2002597,3648453,7022142,14560565,31936930,68041820,125534056,199910724,266501230,282902456,267867082,233374070,189601445,157020205,139362487,126786517,114090510,99469485,82977766,66749714,51929087,37961751,25286286,14955661,7862375,3591624,1491083,639651,311131,141454,53069,21514,10993,5844,3078,1650,854,404,188,70,33"
world,1954,"38473,61091,92029,134712,193733,281305,424192,677730,1155015,2069279,3850015,7641101,16542448,37558211,79752842,138504103,217153849,268263606,275936421,261927260,226457898,185796295,157250546,140870211,128767559,116589780,103238163,87253392,71054964,54973428,39385049,25591815,14828669,7639216,3429858,1434732,628244,305405,134948,50531,21598,11423,6178,3261,1726,896,427,189,70,32"
world,1955,"38503,61215,92537,135777,194689,281043,420570,664800,1115562,1962904,3590115,7009638,14995233,34066394,74027342,133774003,213769890,275474165,287201331,271635421,234081241,189451475,159012526,141549154,130355813,119239589,106808737,91367370,75222714,59019513,43099852,28654368,17032492,8985157,4153965,1744426,750367,358747,163622,61547,24233,12259,6594,3498,1862,966,477,218,80,37"
world,1956,"37248,60598,92312,135801,194905,280620,417328,654158,1090237,1908603,3463026,6702650,14275199,32515084,71277784,131055205,210185994,277904602,293273493,279516856,242521405,196121433,163423582,145267383,134227142,122754123,110458133,95388622,78950749,62135342,45328848,29962654,17756753,9319148,4292395,1805498,785005,375190,169126,63176,24797,12591,6811,3630,1927,1008,500,233,92,39"
