global,time,income_mountain_50bracket_shape_for_log
world,1957,"36567,60011,92149,137003,197407,284040,420900,655639,1085544,1891829,3419726,6592164,14066260,32324011,71866807,133848958,216520562,285926062,300118247,282599747,242414290,195785599,164538135,147053426,137639531,127277110,115729063,100216809,82980811,65252731,47081122,30426320,17691199,9121761,4127087,1746911,778467,373270,162662,59721,24192,12540,6776,3651,1920,999,491,219,100,43"
world,1958,"37567,61118,93318,138634,199717,287139,424568,661621,1099613,1927401,3531906,6998460,15511394,36481130,79919794,141796950,225726067,286286148,296863238,283388216,242765497,195280354,164638886,148553054,140985428,132493275,121523342,105139106,86919068,67985018,48482059,30776787,17562702,8900709,3959048,1685024,765084,365810,153443,55139,23004,12161,6619,3537,1865,961,472,208,95,39"
world,1959,"35641,59730,92015,137704,199199,287279,425083,662141,1102722,1942500,3602374,7295310,16591464,39759759,86462583,149666250,234994491,287558655,295208305,282700885,241341063,195687890,166592106,150567895,142236120,133735609,123226429,107491673,89227169,71288987,52013475,33822139,19780723,10259125,4658968,1949854,862309,412390,179242,63587,23696,11771,6301,3344,1751,884,450,192,85,28"
world,1960,"33522,57043,88375,132454,192430,278458,413579,649195,1096808,1969099,3757091,7973440,18920884,45851946,94907642,158497474,236964246,276452225,284874934,279223910,241499460,198394953,169102888,152424428,143896574,137837807,128943804,114303895,95482207,76443256,55736594,36027115,20897429,10792708,4883062,2045899,917231,442972,189422,65787,24351,12149,6537,3498,1824,906,454,195,83,25"
world,1961,"35863,59064,89874,134155,195375,285654,434262,708112,1248084,2366028,4950810,11791316,29763062,67935700,117998049,187589444,235014121,256072246,267831304,261245498,228864325,193105932,167884331,152197562,144497677,141750900,135212396,120802061,101280874,80982978,58870599,37936253,21905479,11295846,5108101,2141876,968052,471578,199488,67886,24885,12484,6802,3690,1924,962,473,211,73,27"
world,1962,"35060,57902,87579,130638,190194,278213,422289,685281,1200873,2258998,4662181,10976231,27789876,64939562,115254496,185746468,238958178,262188159,274691963,268973526,234997837,196579763,169864589,153464842,145900005,143880512,138302122,124468058,104911055,84591709,62808790,41653341,24597196,12983448,6044789,2525567,1109799,537585,238589,84405,29249,13857,7445,4000,2096,1039,518,246,74,28"
world,1963,"34949,57953,87726,130348,188770,273498,408523,649676,1116285,2044131,4063233,9201842,23081467,56357093,107936093,177157508,246747488,275887683,286785613,282127109,244931311,203735932,174315967,155979861,147886441,146572510,142938241,129167799,108917042,87833097,65456101,43792562,26186934,13998524,6624164,2780205,1210508,585366,266769,97308,33480,15484,8289,4477,2369,1220,634,318,141,70"
world,1964,"30779,53881,83205,124284,180583,261979,389400,610602,1029058,1845563,3553643,7706653,18876951,47025957,98392494,163434901,244838169,286945938,297672868,298193721,262664688,214824296,178945044,158448808,148897611,147333704,146197162,134717361,115501732,93580050,70733209,47914134,28825230,15561640,7464478,3163777,1374079,665767,309354,115221,39373,17686,9388,5067,2679,1379,694,360,174,80"
world,1965,"26485,50209,78677,118004,172316,251034,373339,581907,969135,1712338,3223723,6731004,16052777,40224587,89533077,155199620,247787107,307416174,318370681,312216181,270053741,215914189,178555457,158806911,150086098,148780120,148438131,137802156,118814728,97078981,74899159,52107408,32153433,17802299,8780495,3785706,1612881,758887,360007,139832,46469,19296,10136,5477,2908,1520,768,401,203,87"
world,1966,"26310,50475,79432,119169,174133,254321,379910,594437,991119,1749521,3318373,7068982,17182896,43367340,95629389,164545635,259756202,314732871,323573527,313469213,266994411,212614233,176282198,157407372,149544696,150039925,152355576,144178577,124728849,101683875,78419569,54869120,34243953,19182503,9588894,4195207,1775754,825645,398367,159711,53444,21245,10857,5819,3080,1593,823,409,194,80"
world,1967,"25337,49773,79333,119845,176460,260142,391086,614334,1024696,1809703,3475365,7610671,18918194,47781043,102800388,172415672,263634121,313999456,322710521,316871257,272325908,216057600,177184079,157938467,150505010,151232754,155087707,149145746,129911308,106103960,81851434,57541823,36317735,20581173,10403879,4612648,1955536,906576,439948,179746,61510,24526,12541,6425,3189,1591,814,405,173,73"
world,1968,"24832,50022,80232,120975,177949,262644,396700,628504,1060592,1900381,3753825,8661026,22472214,57126661,114967136,190795681,273154879,309759514,317881056,310309954,265900829,214911092,178676854,158690546,150782586,150841993,155692961,153952891,137079859,113097332,87912632,62210881,39538716,22568193,11466270,5136617,2174162,1004243,498139,208117,70847,27717,14301,7472,3635,1717,865,429,190,84"
world,1969,"24230,49847,79017,117330,170598,248715,371502,581724,971906,1723297,3330744,7455824,19076079,49331629,105771637,177912788,268620063,316426461,326543163,324925225,284754500,229307655,187402783,164115302,153610904,150899947,155453488,155828225,142770782,119706827,94054939,67105037,43052323,24772778,12662536,5727767,2418578,1110389,559578,247448,84436,32130,16861,9260,4632,2059,999,512,244,123"
world,1970,"22410,48129,77398,115307,166317,239235,351556,540958,887197,1539856,2868480,6090002,15089958,39510946,91615516,161204426,261456846,330975544,344370179,342072772,301984119,241281163,194618590,168311310,155953575,152804461,157181458,159222821,148885657,126775620,100168376,71348130,45539730,26183135,13367737,6039745,2563795,1190314,609971,276436,98117,36112,19403,11130,5846,2581,1100,530,242,124"
world,1971,"21749,47703,76933,114509,164802,236466,346622,531722,867470,1493443,2744294,5722396,14058020,37072950,88353338,159944630,265239467,344722746,359300192,352697745,307893217,242349548,194265038,168820065,156933456,154328112,159392274,162631516,153143747,131161135,104435475,75226024,48680771,28323223,14663348,6715795,2840520,1300899,671122,313332,112577,40281,21406,12331,6505,2850,1169,553,243,98"
world,1972,"21557,48063,78130,116812,167866,240049,351515,542029,890579,1541729,2873584,6214031,15818355,42170399,97973047,173185010,282279154,352047607,364551991,354457929,302116216,234131878,189759086,167141556,155959803,154169537,159476174,163939886,156399542,135133182,109020980,80435063,53934264,32554204,17534834,8389675,3578532,1573831,785724,386136,147254,49708,24215,13786,7265,3203,1298,614,284,111"
world,1973,"20562,47614,77565,115175,164697,234252,340498,520499,847400,1457576,2696780,5707796,14321939,38447548,91874969,166104055,277051428,357085414,374699546,366403685,314693852,243039224,194678004,170332445,157514427,154663221,159580046,166687217,162838874,143592631,116925769,87041800,58097575,34840477,18651116,8853605,3772313,1679595,856429,424361,161150,54382,26544,15106,7979,3493,1414,673,318,142"
world,1974,"19564,47083,77222,114457,163674,233161,340202,522198,851287,1456459,2681897,5680808,14331155,38725686,93105546,169462369,284271563,365991194,383124238,370404244,315749976,244823576,197003540,173156430,161402712,158729031,163584043,171220222,167504467,148070729,120820767,89836692,59333599,35142358,18533875,8644602,3664765,1659166,870805,438216,173818,59170,29673,17375,9499,4259,1603,703,340,156"
world,1975,"21145,49117,79168,116705,165958,235031,340676,519108,839520,1420224,2570748,5346102,13320618,36064728,88760140,164592713,278587857,368635768,389779761,382189567,332453319,258111031,205355376,179124512,165978422,162004328,166875324,175224969,171635826,150985693,122753863,91143597,60204701,35691292,18762417,8711435,3682588,1662502,873141,439391,166018,56372,28563,16367,8513,3551,1367,638,308,131"
world,1976,"21813,50459,80247,116854,164884,232047,335314,512405,835981,1432800,2661173,5836261,15252164,41778717,98976759,177012276,292230338,369581636,388925869,380458649,325703462,254366005,206142632,182258961,169374698,164884190,168681450,177299790,174669915,155020698,127026970,95719012,64224360,38511842,20506620,9641346,4091346,1830410,958374,495104,192712,65266,32179,18207,9389,3876,1493,682,329,150"
world,1977,"24596,53657,84055,121363,170037,237103,338350,510580,826547,1412167,2614947,5733799,15045375,41387306,98059234,174412150,286861324,364985734,389315453,388321655,339793890,268051804,215725480,188975214,174352391,168660767,171328184,180183201,178336842,159037619,130840362,99185379,66724690,39991274,21317466,10002588,4238744,1895056,1002793,531367,213137,71514,35370,20406,10723,4454,1614,718,350,164"
world,1978,"24151,53132,83039,119438,166793,231744,328988,491671,785930,1322324,2365399,4829471,11933839,32691102,82922562,158880510,275451952,380525401,411562363,409276207,360024458,281183628,221333419,191006862,175341954,169291147,170737815,180503117,181576613,164453685,135810233,103786449,70374777,42549771,22958706,10880781,4616350,2040916,1066264,557550,211077,71689,33955,18761,9120,3599,1494,741,361,171"
world,1979,"25935,55017,85337,122106,170021,235677,333569,495510,783355,1292711,2235232,4365114,10339744,27937531,73104629,149607481,264334849,387586913,428984190,426921669,377683321,294341583,229032636,195686008,178719039,171615860,171806922,180120779,182312642,166906312,139284398,107809954,74145364,45301897,24779409,11900569,5082869,2222027,1150412,628404,257892,85222,40293,23334,12146,4899,1743,799,396,192"
world,1980,"26787,56605,87622,125233,174187,241448,341996,508396,801346,1313456,2263312,4399144,10329731,27882054,72903490,148707536,262849890,388162974,434237733,436980488,390330519,305342402,237449678,202996106,184591255,175399360,173760533,181047304,184354238,171226331,144136899,110981628,75079610,44819564,23898861,11124531,4656514,2085068,1140651,642408,303267,117696,60345,37556,21973,10826,4374,1972,1077,609"
world,1981,"28709,58677,90567,129357,179798,249283,353567,526892,831817,1361735,2348295,4590451,10876509,29482875,76582629,153732972,272922457,398824129,443814085,447594962,397658190,310576395,242455068,207750608,189619487,181251247,180022877,186370352,187396424,173739788,145589549,111073152,73798650,43363945,22793741,10407413,4344968,2002388,1173210,727800,419326,213634,121223,71749,40897,21897,11946,6560,3638,2023"
world,1982,"29793,60437,91843,129187,177898,248581,360884,547923,862022,1389209,2331266,4337385,9698684,25427640,65236795,140298902,254674556,398060031,468581490,475849968,422117656,328476710,252897365,213859703,193548466,183317572,182112397,185786022,187251716,176126117,149429829,112949991,75721157,44667447,23671572,11108435,4621173,2051195,1176698,724760,384899,201881,117384,68987,39131,21048,11441,6273,3469,1915"
world,1983,"40583,83077,124727,172134,231019,309940,426943,620963,954647,1509178,2461654,4341064,8813783,21271197,54320536,123713760,233532263,387084389,492031532,510966505,454880190,353547996,266618853,219584887,195521299,184481287,182901164,187160957,187913207,175733869,149127220,113950883,76784675,46164890,24979308,11900094,5216320,2308805,1197095,690056,349897,185813,107240,62255,34974,19082,10249,5579,3070,1674"
world,1984,"39518,81476,123131,171088,230371,308827,424325,617050,953679,1511555,2422251,4107014,7656025,16752877,41480887,99432995,201339293,357705017,508734525,556756093,498346783,383483765,283216744,228268491,200111414,186885722,183724936,187047982,189418106,178258506,152433292,116656845,79489321,49134791,26946096,12866218,5711576,2649546,1355945,766866,386906,205333,117861,68107,38300,21035,11416,6266,3514,1959"
world,1985,"39827,81974,123553,171507,231682,313074,433135,626313,950122,1486083,2383619,4048491,7532887,16236361,38905185,90330790,184158577,336896604,503769463,575672073,530023413,413225991,301498343,238664446,206986626,190556052,187147679,190277484,191665490,179651248,155175770,119273678,81870817,50599335,27620027,13763188,6190393,2671302,1319688,738637,367641,189472,106012,60020,33544,18383,10080,5625,3162,1774"
world,1986,"39476,81455,123042,171044,230826,310642,426152,606546,900773,1380643,2190858,3728412,7014333,15550377,37929617,86382161,174105435,321062820,494472429,583712294,550866713,435901318,317439179,248888159,213967004,194144432,190817084,192771054,194245295,184730710,161842843,125356936,87145659,54852206,30786148,15212217,6835767,3069454,1493296,807035,390864,200506,109328,60622,33935,19057,10711,6109,3491,1980"
world,1987,"42728,88207,133626,186313,252103,339484,464459,657547,964498,1445574,2239913,3776129,7093821,15245897,36649467,83458514,166731152,309948847,488938146,596965382,579171879,468241883,338042815,258860459,218313268,195123365,187837208,188843327,190925948,184049759,163088799,130030551,92701028,59134304,33327599,16308939,7078051,3255101,1579609,825933,392639,210345,116784,66236,38101,21792,12212,6804,3856,2160"
world,1988,"37997,78989,121322,172703,239845,332295,466576,673958,1003046,1522361,2375816,3925778,6977349,13843655,31795857,74407295,153312658,287975846,471096865,605222229,609887482,508470481,368032596,275634193,225887657,197832533,186937204,188253425,192597202,188088511,167981517,134394563,96675383,61726771,34055239,17240526,7976898,3520656,1532404,776657,460124,268632,143251,78450,43989,24774,13690,7485,4186,2320"
world,1989,"37778,78433,120253,170577,236222,327423,461178,668680,994299,1502166,2347333,3910341,6773118,12440800,32483912,90515620,191234509,345597991,528611530,607007962,567894488,463334783,348116748,274102257,230516518,201499768,187675118,186343016,192038605,190339747,173101653,140447099,100535553,63894045,36061328,17978100,8252866,3843671,1902365,931424,478681,264122,138464,74633,41346,23046,12488,6625,3630,1984"
world,1990,"36908,76240,116731,165742,231064,324192,464482,687100,1042145,1593996,2503674,4177615,7206317,13041472,32485974,88356632,189794935,343168681,531635700,623447030,587933626,479813267,360592985,283237115,236699575,207198765,191458080,188511048,189797167,188180170,174186582,142240810,102517293,65079592,36496786,17567306,7931180,3732963,1887691,937071,519177,294136,153540,82938,46859,26750,14821,8041,4447,2451"
world,1991,"42225,87845,135336,192405,266154,367089,518332,763623,1157153,1758260,2733771,4527464,7760690,13751308,33234845,88512961,186205790,338114008,530720204,626649436,608501512,504506684,382420800,296992514,243878017,210582157,194339758,188264711,184222551,184459212,174539887,144999790,105653934,66797469,36587536,17561913,8017355,3735586,1913272,997555,500792,273898,145737,79161,43586,24141,13423,7557,4302,2420"
world,1992,"41387,85903,132452,187570,257996,355143,506598,758365,1165481,1800841,2882694,4834353,8218965,14416628,32892482,85427976,179367078,327610170,524782789,629089272,628590395,532540141,410004736,318373136,257028358,216765966,193512127,182679620,178872748,181280576,175893776,147420897,106734063,67332591,37582725,18484765,8336794,3800521,1874246,944794,486425,267628,142320,77406,42832,23943,13480,7658,4385,2481"
world,1993,"30657,61829,93992,132704,184259,262225,393092,621521,1012489,1669709,2833934,4959625,8698905,15338359,32913660,83565289,175220248,320547512,524035135,635108664,646375918,555414833,436474430,339400113,268394628,221749424,193118862,176354456,172534247,178085840,175360016,148055895,107696001,67831527,38302370,18972105,8598342,3893941,1877530,999148,517048,296212,156961,84996,46999,26312,14824,8416,4787,2623"
world,1994,"22394,46901,75131,113238,169883,258309,402106,641669,1040261,1705012,2889702,5037377,8799922,15424953,30276869,74099247,160931591,295844886,496297515,656535070,669157571,590991716,468887117,360573586,277711046,223115379,190771829,176005429,174058666,180001109,178469656,152618698,111407756,70000800,39010322,20081893,9303848,4381767,2053165,1092962,557426,306348,162339,88402,49183,27681,15624,8921,5092,2808"
world,1995,"17630,37273,60284,93918,144404,223431,352937,572083,945288,1578954,2705822,4804137,8611464,15365612,28552105,65985648,149132467,280341001,474322714,656144402,690526288,613051656,487082716,373610528,290642554,235183267,199853584,183111054,179114369,183063934,182064206,157722357,115511105,73070555,40449799,20761988,9919635,4512536,2169018,1162123,585953,320117,168425,90383,49465,27317,15158,8488,4831,2689"
world,1996,"20348,42590,68164,103777,154661,231260,354029,561125,917784,1534387,2656875,4791853,8712086,15518621,27594558,60382437,140110304,266521778,454361914,646651236,713283579,641364630,517091367,398885189,306891085,241566171,200282837,180392432,177458631,184471518,184582226,160786488,117833338,75257652,42865747,21746559,10180818,4571015,2201781,1184722,607669,332494,175700,94531,51786,28563,15790,8829,5028,2818"
world,1997,"21926,46507,75965,116705,173339,255983,386419,604949,972002,1585553,2673155,4773386,8759212,15740066,29052307,64146952,142796100,270239971,456841215,644421476,709754777,639920080,521795946,409659157,319730734,252981403,207733504,185683730,180725987,187572098,187730045,163571212,120738693,77569453,43953368,22521238,10782450,5127961,2706903,1386476,646590,359189,191520,103485,57184,31897,17806,9985,5646,3181"
world,1998,"25853,54360,87411,131146,190409,275772,409576,632516,1005983,1624529,2700954,4763302,8762960,15860260,29622147,67402077,152147942,283580518,469716797,648401623,706519685,637394688,523660182,414893758,325959175,259518171,213587677,187609827,180026033,186239396,188002617,165674421,125087001,81663756,47689293,24121105,11383682,5638823,2653778,1344898,674047,371509,199491,108446,60718,34339,19166,10576,5853,3204"
world,1999,"18615,39963,67120,105361,160343,242997,375500,600786,992203,1657665,2777522,4858699,8918402,15940473,29808021,66601341,144627272,265366545,454184696,657390754,734564525,669344837,551498862,436304683,338144659,260846756,207991607,180801303,174498654,183493127,186926139,166945337,128208578,84754121,49568475,25407677,12174595,5828586,3051316,1537085,708310,384833,207709,112346,62950,35786,19823,10775,5940,3275"
world,2000,"15041,33731,60117,99606,158358,246498,383102,605395,981770,1627538,2755090,4884227,8976248,15998500,29124584,63612072,140537581,256765938,442734244,649342075,736145474,675929160,561143748,452679993,355782386,276320524,219077590,187108923,177812788,186135444,192160965,173848631,133437008,88862074,51706571,26836569,12733937,6107620,3223591,1634796,745563,403379,218470,117381,64060,35191,19374,10810,6096,3421"
world,2001,"37899,76945,116138,160556,216540,293666,411109,604256,942066,1547302,2629177,4638800,8522552,15368541,28136014,60579073,134723009,249418025,434159069,644151346,740905154,685587394,573421913,468147517,374450729,291514335,228663206,193609855,182522612,190027591,196241782,176935089,135238682,90315160,53156923,27367545,13472547,6292616,3048378,1483353,767015,509121,360080,233811,117966,59235,29913,15253,7964,4231"
world,2002,"28480,58969,90323,127698,176815,244200,346528,515613,813306,1355446,2346507,4184687,7703916,13892773,25465945,54907137,124569663,238249389,421353473,628874575,737695343,696751307,592874551,491126322,400153745,313695116,241969122,200703500,186966377,193581647,198787513,180426759,139013635,93031419,54961335,29001032,13845877,6334990,3225773,1639366,769965,424016,273031,177547,115184,74201,47415,30141,19106,12049"
world,2003,"8477,18837,32804,54970,92838,155367,260933,439025,746040,1294943,2282021,4120880,7595833,13555839,23690298,46754647,107913273,223262434,403632766,615098928,742196919,717500873,618711716,515308611,420925320,327016657,250758233,205526538,190475895,199272049,205213640,186920593,143209426,94754014,56739779,30138306,14817555,6888062,3426190,1656779,767524,419415,263787,168647,108448,69861,45193,29406,19277,12686"
world,2004,"11187,23839,39361,61889,98383,156723,253364,415930,696063,1202714,2122372,3812486,6970969,12480765,21918013,40628442,89817290,199637463,381567202,595140156,736429255,736179670,641743497,534423786,441900751,349702750,271146778,220527230,200083050,205270938,210605039,192318711,150036045,100570949,58829171,30583803,14776404,6865899,3425170,1723715,814433,453125,297204,195712,127950,82644,52803,33500,21242,13434"
world,2005,"12766,26342,41576,62226,96056,151285,244499,401420,669090,1150994,2025578,3644014,6687012,11889103,20940544,37152536,76606535,175853412,353824463,574860851,731411301,750386409,665151924,555267098,462888674,373007027,291931779,235453346,209979971,211216325,216224852,197981022,154034917,102513360,60913572,32094721,15896520,7515163,3892962,1914563,926604,580937,393444,265445,177977,118192,77734,50827,33124,21500"
world,2006,"11440,23576,37217,55509,84746,132069,211633,347023,579989,1000797,1772152,3186987,5843840,10691380,19573719,36343544,74838505,167476189,339265249,562198278,721748394,747344905,670199458,567039081,478169242,393862497,313243968,252095746,221547441,218642384,223085524,203503376,158355080,107490668,64051129,33936637,16895821,7932973,4018745,2034188,1045935,657447,460734,318879,214791,141993,91893,58596,37100,23372"
world,2007,"7679,17131,29451,47446,74557,116889,183227,291301,472208,797083,1420706,2618622,4880112,9304557,17691667,34046431,70691716,155871059,320957085,541027849,709363132,747217953,682106440,584400907,496206934,416275595,334930017,268008033,230404983,223346330,226669430,211828572,168121750,114762630,68742865,37291228,18337862,8999340,4441307,2116148,946561,499832,299766,183714,114055,71251,44836,28638,18633,12295"
world,2008,"6286,14428,25787,43050,69591,110557,172804,270540,429951,712523,1261635,2313529,4273551,8183543,16040697,32322259,69215383,152091499,311166353,530251617,701937069,746599047,688062888,593967986,506022984,430521718,353405630,287803431,248673167,235196886,234656579,215863612,171167041,116475864,69950904,37082250,18163443,8597639,4251338,2091114,978681,540301,329321,204120,127800,80345,50845,32662,21370,14201"
world,2009,"6298,12623,20343,31527,49048,78307,126391,206809,347790,615935,1162763,2230930,4195300,7996021,15620792,30974117,65169075,143731351,296007385,510870468,694150971,745070366,699851695,616345776,530837758,453858068,372959468,300802070,256139384,241126710,239398472,218741462,174604670,120446954,71993321,37717502,18478405,8569890,3921288,1883638,936567,532164,318002,194430,121057,76407,48913,31846,21086,14163"
world,2010,"7752,17230,29423,46865,71139,104524,151849,223417,344309,572309,1035926,1949021,3667745,6979660,13833588,27553005,57206984,125801322,266807960,476950125,677201956,748446196,712577481,639376751,556404075,482139337,401142070,322240753,273887717,255219525,249718451,225265330,179055497,122143147,73942950,39028491,18393886,8081441,3944823,2123092,1040911,559770,330169,201039,125438,79808,51876,34567,23607,16504"
world,2011,"6317,14246,24920,40886,64030,96773,144618,219088,345802,576504,1018299,1872066,3522271,6672958,12883139,25480510,51331892,108213568,232098988,434923362,650413133,752232561,740486782,672484406,588110776,513975462,430608803,347005063,289102099,263392704,255032851,227724540,180404616,122774509,73748170,39282435,19678645,8829423,4224065,2242961,1078621,561516,334667,205117,128501,82054,53461,35600,24168,16763"
world,2012,"3897,9266,17603,31591,53362,85792,134089,207867,328871,545419,963923,1789315,3380985,6353872,12084581,23823791,48189165,101385153,217113701,414977444,635093267,749129343,746837674,683878682,603485328,534762818,455988817,370770754,307955752,276146860,263124259,233670856,181891722,124441972,75395555,40300330,19995614,8844714,4293071,2257296,1132170,634654,377482,227534,141891,90426,58831,39197,26699,18543"
world,2013,"4114,10001,19030,34000,57033,90310,138411,210467,327693,537660,941122,1732155,3287364,6279276,11903095,22915602,44819009,90556187,190345530,371822346,603308438,744913010,755969935,707301703,633857319,565609069,485727620,398240488,330293992,291379689,272138951,239685150,185086251,125702849,76566794,40839770,20167134,9152492,4298925,2243230,1129741,631784,377762,226736,140149,88206,56590,37137,24920,17107"
world,2014,"21403,44371,67265,93222,123419,158735,204167,271147,385157,595935,998491,1771095,3286693,6284349,11998684,22866198,44351140,88821202,182604181,357355493,589636544,742156366,754861805,708997896,648771457,587071792,509736516,421312486,346387962,301210445,280614265,245723604,186378046,124677608,76126742,42143109,21414687,10056373,4778208,2408307,1218117,667009,396936,238028,147275,93221,60340,39928,26977,18560"
world,2015,"8460,19408,33947,55223,84918,124233,177517,255120,381042,604219,1023333,1823701,3372008,6412721,12377520,23537088,45296604,89376298,178472604,342763986,570637726,736270457,757517215,709243549,662755347,608383426,534294216,443054299,360014570,306961609,282922617,250628997,192979469,129415285,79673683,43661563,21416862,10515908,5105842,2563005,1286401,685858,405748,240586,148649,94025,60740,40223,27340,19010"
world,2016,"9123,20248,35318,57517,88449,128981,182983,260809,388451,616771,1048040,1868756,3460805,6650490,12909490,24424683,47046421,91306064,177033921,333953378,558752249,729295615,757683105,712740453,668772683,623197510,550691295,458106390,372212025,316402080,288097593,255352476,200296254,136995153,83518468,45920327,22721072,10978326,5350892,2733650,1348209,698685,401577,240735,149895,96347,63814,43581,30576,21991"
world,2017,"32611,66069,97749,131434,168140,207690,252892,313877,419702,633766,1081861,1942343,3567727,6834192,13182560,24628150,46720710,88009200,163628528,307634635,533109266,725943094,773046539,726899363,682748747,635641402,567529143,478309950,391359139,329583466,298301109,261749120,204782128,140822351,86486961,48178298,24421978,11304908,5305546,2866696,1505001,779597,461412,284842,181518,118913,80028,55320,39233,28424"
world,2018,"14480,30464,49782,75754,109747,151825,203278,271976,385915,610172,1070314,1924167,3515235,6797793,13247409,24977991,46860988,86718339,155484545,281029009,483030136,695067386,787561795,754371061,704915821,663808254,596768579,501331124,406174779,339189372,303725504,266128470,210909336,146298746,90560659,50442446,26211875,12361914,5911906,3157064,1599927,932577,616410,407086,268479,177124,116921,77681,52235,35595"
world,2019,"9066,19221,32340,51136,77471,112509,159669,229386,352855,598561,1094694,1995724,3646877,7043273,13758285,25927700,48768807,90836918,162653176,281910778,459882569,641843501,767463602,779948202,740124269,684943407,612822420,514311629,418036357,346010736,307432706,271251928,215306146,151607896,95144808,53988063,28533805,14210438,6953001,3349364,1616201,953650,642927,431764,285507,187418,122810,81059,54291,36995"
world,2020,"14595,28965,43369,59540,79418,105810,146541,217076,353448,630100,1188280,2201216,4081298,7986933,15584101,29372258,54842715,102153442,182004379,308002045,477117177,650448529,764363465,785387549,754692624,697472233,613785519,505021257,400771384,334724041,302029312,266367046,213743223,151521577,95718751,54349046,28172668,13622547,6926136,3389327,1616995,945305,627980,420052,281293,188422,126589,85671,58599,40533"
world,2021,"13912,28101,43412,61465,83664,113216,159428,242750,410801,757875,1448567,2642325,4671469,8775676,16629824,30440263,56232550,102659149,179924404,305211870,468241727,638663276,755296563,778355851,750234807,696582655,620033351,521839294,422168292,352574478,317848709,279503213,222899390,156246250,96904134,55208130,28603118,14365666,7280029,3540026,1726432,1016547,673178,448082,298444,199015,133162,89873,61390,42468"
world,2022,"13989,28248,43307,60559,81997,111256,158449,244990,418187,771167,1472618,2689353,4732100,8712903,16402468,30003541,54667597,97820177,170512090,291290643,448974807,625518012,763563153,796357909,769542458,711509400,628903855,530400764,427704424,354217264,321693538,286098578,231987833,165518878,103392034,59036235,30947069,15742557,7667560,3629340,1755273,1032964,682840,452830,300493,199455,132783,89105,60532,41689"
world,2023,"10985,26392,42045,60212,82464,112876,161601,250439,426588,780504,1471367,2659627,4636596,8444295,15926147,29162355,53298475,94574934,162512851,275623201,425945102,605183086,754214596,808486538,786915318,733193432,646948588,547420724,441350306,359908445,322737260,287320323,234817998,170064561,107692967,62501820,33140730,16825770,8221642,3851841,1797100,1028114,694540,471575,315688,209448,138399,92255,62510,43075"
world,2024,"11014,26747,42852,61559,84241,114968,164218,254196,431583,784429,1469111,2652502,4610056,8336160,15727837,28727022,52174974,91747453,156287967,262440200,409579777,589616825,745958022,816928185,801400751,752616627,664405974,565691692,458829842,372970756,331239587,294024005,240065510,173794948,109969124,63847976,33851922,17131932,8354858,3921168,1835729,1051263,710308,481437,322692,214598,142162,94952,64488,44553"
world,2025,"9433,25719,42286,61729,84927,116032,165270,254676,430026,777666,1450215,2615503,4536670,8163880,15403584,28156966,51004650,89252214,150707310,249332183,390607111,569649462,735707496,830981759,822796666,775757266,683987650,582299940,472501175,381386904,335410957,297650915,244473970,178908783,114282070,66911409,35853857,18203062,8963934,4234817,1966463,1098218,735250,499645,335535,223621,148467,99334,67535,46688"
world,2026,"9257,25733,42629,62810,86702,118351,168116,258585,436042,786518,1462001,2634261,4570247,8218322,15495141,28199091,50691362,87915378,146598991,238763115,375063971,550199269,719114230,830625226,833962687,790708923,702639724,602199943,493760331,398678970,346575135,305331359,250538718,183722711,117700606,68940776,36878296,18653380,9157579,4329602,2016882,1125874,751610,510216,342108,227998,151503,101453,69065,47883"
world,2027,"5925,22504,39948,61146,86281,119171,169562,258936,431956,772900,1426335,2555646,4405043,7865068,14787713,27030600,48840490,84978730,141841897,229944692,362017737,534045670,709898750,835610616,850556712,808271573,720766161,616931240,506921428,408091939,352202694,310946473,256572146,189693490,122549378,72329732,39160445,19872226,9825286,4669729,2165310,1180439,781059,531043,356654,238134,158506,106231,72355,50158"
world,2028,"4999,21484,39078,60993,86528,119103,167695,252690,416695,741614,1369986,2472131,4273295,7606946,14301651,26299944,47602477,82889988,137828545,220607466,345364445,510552409,687950716,826609800,860255981,824533476,744473350,638673472,529257886,426721054,363933822,318844955,263504913,196466050,128157597,76144438,41660704,21189737,10526048,5032710,2330253,1240224,810013,552981,372669,249523,166494,111693,76103,52759"
world,2029,"3711,19279,37248,60063,86225,118971,166386,247194,400921,705412,1300525,2363266,4100546,7281177,13677491,25336347,45994833,80410488,133692686,212111450,329584053,489177829,669153686,816397950,869221644,838184580,764896319,657884487,549605763,444728694,376220242,328365150,272253204,204163313,134412644,80366618,44429439,22716936,11326372,5439706,2524437,1316660,847985,578838,390936,262374,175433,117770,80172,55555"
world,2030,"4362,20772,38390,60947,88706,123978,172885,252695,397344,675856,1226892,2254869,4008264,7272206,13883165,25948536,47166685,82074677,135793933,213988131,329780080,489743329,670451297,819895117,877852808,845589440,772347041,663988883,557503219,452938539,382658095,332080206,273496166,204016825,134026717,80093361,44393405,22731703,11333414,5450374,2531367,1319444,850374,580711,392643,264076,177037,119235,81517,56698"
world,2031,"3986,19848,37735,60528,88490,123690,171270,246106,374220,610619,1079099,1997557,3673378,6886910,13475439,25570364,46915024,81978599,135593039,212535104,324540634,480486015,662865769,820063189,891834825,861462544,788862092,677218439,568160276,460943192,388461927,335842199,276011317,205599568,135018420,80695150,44736191,22927509,11440519,5507813,2563730,1337980,861487,587856,397707,267961,180136,121725,83475,58278"
